1,-0.0020833,-0.017604,-0.028958,-0.030521
2,-0.028958,-0.030521,0.0046875,-0.025104
3,0.0046875,-0.025104,0.066875,-0.23271
4,0.066875,-0.23271,0.15563,-0.29521
5,0.15563,-0.29521,0.20729,-0.38104
6,0.20729,-0.38104,0.20135,-0.44937
7,0.20135,-0.44937,0.13292,-0.29156
8,0.13292,-0.29156,0.195,-0.14927
9,0.195,-0.14927,0.19885,-0.015625
10,0.19885,-0.015625,-0.22781,-0.15208
1,-0.026354,-0.023438,-0.0038542,-0.12073
2,-0.0038542,-0.12073,0.0097917,-0.028542
3,0.0097917,-0.028542,-0.01,-0.0075
4,-0.01,-0.0075,-0.0084375,0.10583
5,-0.0084375,0.10583,-0.017083,-0.15031
6,-0.017083,-0.15031,-0.056146,0.042292
7,-0.056146,0.042292,-0.025,0.030938
8,-0.025,0.030938,-0.048854,0.0375
1,-0.082604,0.061667,-0.079792,0.0027083
2,-0.079792,0.0027083,-0.058229,0.023542
3,-0.058229,0.023542,-0.011979,0.096146
4,-0.011979,0.096146,-0.022604,0.155
5,-0.022604,0.155,-0.086146,0.2301
6,-0.086146,0.2301,-0.27344,0.3601
7,-0.27344,0.3601,-0.056042,0.23698
8,-0.056042,0.23698,0.0017708,-0.021979
9,0.0017708,-0.021979,-0.085417,0.027917
10,-0.085417,0.027917,-0.19594,-0.0023958
1,-0.043021,-0.059792,-0.38604,-0.2501
2,-0.38604,-0.2501,0.43875,-0.14625
3,0.43875,-0.14625,-0.21031,-0.12427
4,-0.21031,-0.12427,-0.47031,-0.29365
1,-0.0075,0.012396,0.0057292,0.0014583
2,0.0057292,0.0014583,-0.11885,-0.16594
3,-0.11885,-0.16594,0.093125,-0.15656
4,0.093125,-0.15656,0.45156,-0.076458
5,0.45156,-0.076458,0.70198,-0.037813
6,0.70198,-0.037813,0.61104,-0.029375
7,0.61104,-0.029375,0.69594,-0.046458
8,0.69594,-0.046458,0.14604,-0.4326
9,0.14604,-0.4326,-0.011354,-0.44885
10,-0.011354,-0.44885,-0.20948,-0.30479
11,-0.20948,-0.30479,-0.23969,-0.084375
12,-0.23969,-0.084375,-0.029271,0.18406
13,-0.029271,0.18406,-0.12917,0.22812
14,-0.12917,0.22812,-0.19583,-0.13667
15,-0.19583,-0.13667,0.11927,-0.38812
16,0.11927,-0.38812,0.45208,-0.4226
17,0.45208,-0.4226,0.8599,-0.45302
18,0.8599,-0.45302,0.79167,-0.44771
19,0.79167,-0.44771,-0.31156,-0.26604
20,-0.31156,-0.26604,0.62958,0.073958
21,0.62958,0.073958,0.95865,0.27385
22,0.95865,0.27385,0.014375,-0.19833
23,0.014375,-0.19833,-0.024167,-0.078333
24,-0.024167,-0.078333,0.11437,-0.033854
25,0.11437,-0.033854,-0.0066667,-0.015208
1,-0.041667,0.0063542,0.15385,-0.016354
2,0.15385,-0.016354,0.041042,-0.0034375
3,0.041042,-0.0034375,-0.036771,0.0097917
4,-0.036771,0.0097917,-0.23719,0.0048958
5,-0.23719,0.0048958,-0.057813,0.015
6,-0.057813,0.015,0.0028125,-0.0045833
7,0.0028125,-0.0045833,0.08625,-0.0051042
8,0.08625,-0.0051042,0.19396,-0.039167
9,0.19396,-0.039167,-0.075521,0.0017708
10,-0.075521,0.0017708,-0.25646,-0.0088542
11,-0.25646,-0.0088542,-0.0375,-0.0020833
12,-0.0375,-0.0020833,-0.2601,-0.0082292
13,-0.2601,-0.0082292,0.038958,-0.035625
14,0.038958,-0.035625,-0.037083,0.021667
15,-0.037083,0.021667,-0.11812,-0.024792
16,-0.11812,-0.024792,-0.0044792,-0.049896
17,-0.0044792,-0.049896,-0.072083,-0.037187
1,-0.032917,-0.0042708,-0.095521,-0.056875
2,-0.095521,-0.056875,-0.014167,-0.018958
3,-0.014167,-0.018958,-0.039375,-0.0079167
4,-0.039375,-0.0079167,-0.064167,-0.013021
5,-0.064167,-0.013021,0.011563,-0.015313
6,0.011563,-0.015313,0.0060417,0.013854
7,0.0060417,0.013854,0.086771,0.086146
8,0.086771,0.086146,-0.095417,-0.077396
9,-0.095417,-0.077396,0.15667,-0.42073
10,0.15667,-0.42073,0.16833,-0.36448
11,0.16833,-0.36448,-0.19583,-0.23333
12,-0.19583,-0.23333,0.055104,-0.092708
13,0.055104,-0.092708,0.3701,0.035625
14,0.3701,0.035625,0.010208,-0.0038542
15,0.010208,-0.0038542,-0.025729,0.0076042
16,-0.025729,0.0076042,-0.080729,-0.089167
17,-0.080729,-0.089167,0.056562,0.029062
18,0.056562,0.029062,-0.11615,0.065208
19,-0.11615,0.065208,-0.1201,0.035521
20,-0.1201,0.035521,-0.13865,-0.011979
1,-0.043125,0.0064583,0.095,0.020208
2,0.095,0.020208,0.077292,0.040417
3,0.077292,0.040417,0.012708,0.063229
