1,-0.0079167,0.040417,0.080417,0.19469
2,0.080417,0.19469,-0.0085417,0.063021
1,-0.066458,-0.041458,0.021563,0.030104
2,0.021563,0.030104,0.011771,0.063229
3,0.011771,0.063229,0.040833,0.26969
4,0.040833,0.26969,0.036563,0.09125
5,0.036563,0.09125,-0.0061458,0.22281
6,-0.0061458,0.22281,0.040937,0.30938
7,0.040937,0.30938,0.015937,0.21167
8,0.015937,0.21167,0.016875,0.012396
9,0.016875,0.012396,0.0086458,0.03875
10,0.0086458,0.03875,0.0042708,0.27687
11,0.0042708,0.27687,0.046458,0.38833
12,0.046458,0.38833,-0.012604,0.37167
13,-0.012604,0.37167,0.030833,0.3499
14,0.030833,0.3499,0.030313,0.31573
15,0.030313,0.31573,-0.13375,0.12229
16,-0.13375,0.12229,-0.086146,0.1249
17,-0.086146,0.1249,-0.046146,0.073125
1,0.042083,0.042396,-0.047083,0.011771
2,-0.047083,0.011771,-0.036354,0.018438
3,-0.036354,0.018438,0.012708,0.028125
4,0.012708,0.028125,0.063229,0.046667
5,0.063229,0.046667,0.16156,0.087396
6,0.16156,0.087396,0.22438,0.10573
7,0.22438,0.10573,0.17979,0.065625
8,0.17979,0.065625,0.078333,-0.055729
9,0.078333,-0.055729,0.038229,-0.11792
10,0.038229,-0.11792,0.030208,-0.14333
11,0.030208,-0.14333,-0.0061458,-0.17385
12,-0.0061458,-0.17385,-0.10281,-0.22625
13,-0.10281,-0.22625,0.16542,-0.29563
14,0.16542,-0.29563,-0.046146,-0.34354
15,-0.046146,-0.34354,0.17052,-0.012083
16,0.17052,-0.012083,0.20177,0.082396
17,0.20177,0.082396,-0.0021875,-0.048125
18,-0.0021875,-0.048125,-0.013021,-0.19
19,-0.013021,-0.19,0.044479,-0.0096875
20,0.044479,-0.0096875,-0.075521,-0.27323
21,-0.075521,-0.27323,-0.11719,-0.21583
22,-0.11719,-0.21583,-0.13104,-0.17385
23,-0.13104,-0.17385,-0.096563,-0.12479
24,-0.096563,-0.12479,0.0022917,-0.13083
25,0.0022917,-0.13083,0.015417,-0.027396
26,0.015417,-0.027396,-0.047396,-0.006875
1,-0.026771,0.011771,0.018958,-0.070938
2,0.018958,-0.070938,-0.00041667,-0.14656
3,-0.00041667,-0.14656,-0.045729,0.040104
4,-0.045729,0.040104,-0.034896,-0.0054167
5,-0.034896,-0.0054167,-0.023854,-0.060625
6,-0.023854,-0.060625,-0.03875,-0.12271
7,-0.03875,-0.12271,-0.46875,-0.1476
8,-0.46875,-0.1476,-0.097083,-0.18375
9,-0.097083,-0.18375,0.023958,-0.025417
1,-0.096667,-0.045,-0.055625,-0.050937
2,-0.055625,-0.050937,-0.10625,0.31021
3,-0.10625,0.31021,-0.081354,0.11281
4,-0.081354,0.11281,-0.083438,0.35865
5,-0.083438,0.35865,-0.098021,0.3675
6,-0.098021,0.3675,-0.14875,0.34958
7,-0.14875,0.34958,-0.15521,0.32583
8,-0.15521,0.32583,0.025729,0.14
9,0.025729,0.14,-0.020417,0.047083
10,-0.020417,0.047083,-0.081875,0.038542
11,-0.081875,0.038542,-0.0016667,0.10177
1,-0.058646,0.010521,-0.14146,-0.22385
2,-0.14146,-0.22385,-0.12635,-0.11625
3,-0.12635,-0.11625,-0.1175,-0.029167
4,-0.1175,-0.029167,-0.13375,-0.25854
5,-0.13375,-0.25854,-0.10906,-0.052708
6,-0.10906,-0.052708,-0.12552,0.046875
7,-0.12552,0.046875,-0.11635,-0.2426
8,-0.11635,-0.2426,-0.30187,0.015625
9,-0.30187,0.015625,-0.32521,0.065208
10,-0.32521,0.065208,-0.1401,-0.30177
11,-0.1401,-0.30177,-0.13729,-0.30719
12,-0.13729,-0.30719,-0.008125,-0.33625
13,-0.008125,-0.33625,0.42438,-0.22688
14,0.42438,-0.22688,-0.34156,0.051042
15,-0.34156,0.051042,0.014479,0.10281
16,0.014479,0.10281,-0.021771,0.29552
17,-0.021771,0.29552,-0.81021,-0.40594
18,-0.81021,-0.40594,-0.80583,-0.38458
19,-0.80583,-0.38458,0.26552,-0.18823
20,0.26552,-0.18823,-0.014375,-0.11052
21,-0.014375,-0.11052,0.35615,-0.074271
22,0.35615,-0.074271,0.83427,-0.056771
23,0.83427,-0.056771,0.92458,-0.078125
24,0.92458,-0.078125,0.067187,-0.10948
25,0.067187,-0.10948,-0.15792,-0.095104
1,-0.034271,0.0058333,-0.037396,-0.1976
2,-0.037396,-0.1976,-0.017292,-0.14375
3,-0.017292,-0.14375,-0.025208,-0.098437
4,-0.025208,-0.098437,0.011667,-0.13594
5,0.011667,-0.13594,-0.024583,-0.049271
6,-0.024583,-0.049271,-0.0011458,-0.11927
7,-0.0011458,-0.11927,-0.052813,-0.10823
8,-0.052813,-0.10823,-0.011458,-0.06875
9,-0.011458,-0.06875,-0.011563,-0.025208
10,-0.011563,-0.025208,-0.0091667,0.020833
11,-0.0091667,0.020833,0.05625,-0.11094
12,0.05625,-0.11094,-0.011979,-0.17854
13,-0.011979,-0.17854,-0.02625,-0.11125
14,-0.02625,-0.11125,-0.022917,-0.05875
15,-0.022917,-0.05875,-0.0069792,0.011458
16,-0.0069792,0.011458,0.89188,-0.27313
21,-0.046146,-0.52375,-0.39156,-0.54417
1,-0.015,-0.05125,-0.025208,-0.0028125
2,-0.025208,-0.0028125,-0.18292,-0.037396
3,-0.18292,-0.037396,-0.0175,-0.10625
4,-0.0175,-0.10625,0.33063,-0.064583
5,0.33063,-0.064583,-0.24542,0.006875
6,-0.24542,0.006875,-0.28573,0.062396
7,-0.28573,0.062396,-0.17313,0.1474
8,-0.17313,0.1474,-0.16375,0.043125
9,-0.16375,0.043125,-0.23563,-0.028854
10,-0.23563,-0.028854,-0.22906,0.079687
11,-0.22906,0.079687,-0.19958,0.13125
12,-0.19958,0.13125,-0.30958,0.11385
13,-0.30958,0.11385,-0.18229,-0.061354
14,-0.18229,-0.061354,0.0011458,-0.12417
15,0.0011458,-0.12417,0.84792,-0.26396
16,0.84792,-0.26396,-0.10719,-0.15552
17,-0.10719,-0.15552,-0.30135,-0.050417
18,-0.30135,-0.050417,-0.085521,-0.061875
19,-0.085521,-0.061875,-0.078437,-0.013125
1,-0.069167,0.064583,-0.034687,-0.0035417
2,-0.034687,-0.0035417,0.24906,-0.073438
3,0.24906,-0.073438,0.17917,-0.090938
