1501,1,917.6,498.9
1501,1,886.3,507.2
1501,1,506.5,508.6
1501,1,468.1,512.6
1501,1,281.5,512
1501,1,405.7,510.5
1501,1,955,534.9
1501,1,1126.2,539.1
1501,1,1217.5,526.1
1501,1,1468.6,492
1501,1,396,515.3
1501,1,443.1,504.7
1501,1,521.2,511.3
1501,1,270.7,419.5
1501,1,363.3,444.9
1501,1,575.1,485.7
1501,1,814.7,619.4
1501,1,811.2,572.6
1501,1,887.3,451.7
1501,1,911.6,446.4
1501,1,940.2,420.5
1501,2,487.4,594.1
1501,2,575.7,572.1
1501,2,1425.2,557.9
1501,2,613.3,505.4
1501,2,613.3,505.4
1501,2,253.8,605.9
1501,2,1271,476.7
1501,2,988.1,435.2
1501,2,689.8,502.2
1501,2,884.7,559.7
1501,2,1087.8,472
1501,2,1055.7,387.3
1501,2,478.4,563.6
1501,2,483.2,537.9
1501,2,602.5,522.2
1501,2,894.9,1055.1
1501,2,871,1043.5
1501,2,871,1043.5
1501,3,938.5,529.6
1501,3,671.7,536.4
1501,3,526.9,544.9
1501,3,649.2,547.9
1501,3,750.7,514.4
1501,3,1014.3,506.6
1501,3,1250.4,497.9
1501,3,754.1,515.2
1501,3,457.6,562.8
1501,3,552.2,593.3
1501,3,551.4,562.4
1501,3,1093.9,540.3
1501,3,1032.1,448.2
1501,3,1030.1,465.6
1501,3,561.5,518.2
1501,3,893.9,538.6
1501,3,1168.8,503
1501,3,853.2,392
1501,3,899.1,437.8
1501,4,978.2,599.5
1501,4,588.7,591.9
1501,4,311.4,586.1
1501,4,240.4,615.3
1501,4,473.7,520.4
1501,4,1515.5,484.2
1501,4,1637.3,492.5
1501,4,893.7,535.2
1501,4,701.5,584.5
1501,4,539.8,556.3
1501,4,779.6,595.4
1501,4,1118.2,546
1501,4,1262.7,522.9
1501,4,1065.4,513
1501,5,1040.6,615.1
1501,5,1030.9,573.4
1501,5,1079.7,531.6
1501,5,1141.2,504.2
1501,5,1448.9,496.4
1501,5,1491.4,507.8
1501,5,580.7,559.5
1501,5,664.3,564.6
1501,5,382.9,542.1
1501,5,370.7,566.6
1501,5,386.7,628.5
1501,5,635.4,511.5
1501,5,972.6,496.3
1501,5,944.6,468.2
1501,5,1703.9,280.5
1501,5,1854.6,183.7
1501,5,1931.7,133.9
1501,5,1914.6,73.8
1501,6,961.1,615.2
1501,6,959.8,596.4
1501,6,538.2,685.3
1501,6,535.7,664.5
1501,6,509.3,505.9
1501,6,865.9,512.2
1501,6,1199.9,648.3
1501,6,762.1,769.3
1501,6,371.3,605.1
1501,6,378.8,634.8
1501,6,374.1,772.8
1501,6,464.3,772.1
1501,6,538.6,784
1501,6,1157.2,633.3
1501,6,1028.2,1113.4
1501,6,904.1,630.9
1501,6,959.5,550.9
1501,6,1289.3,537
1501,7,971.9,579.6
1501,7,959.3,576.8
1501,7,944.2,517.8
1501,7,970.3,630.9
1501,7,665.2,626.5
1501,7,497.3,652.7
1501,7,402.6,539
1501,7,322.7,458.2
1501,7,261.4,430.6
1501,7,480.7,695.4
1501,7,1235.8,616.8
1501,7,1395.6,634.7
1501,7,1385.5,596.3
1501,7,1439.1,267.4
1501,7,1148.2,235.5
1501,7,704.8,192.7
1501,7,486.3,328.6
1501,7,286.9,789.1
1501,7,379.3,756.8
1501,7,415.9,421.1
1501,7,1450.7,614.6
1501,7,1540,737.7
1501,7,1355.6,707.7
1501,7,1208.4,704.9
1501,7,909,606.8
1501,7,678.3,584.3
1501,7,760.2,551.7
1501,7,869,515.9
1501,7,997.2,515.4
1501,8,1054.7,639.3
1501,8,1096.9,607.2
1501,8,1047.8,617
1501,8,777.7,664.8
1501,8,599.8,650.2
1501,8,748.6,642.7
1501,8,570.1,690.4
1501,8,623.9,693.5
1501,8,670.5,649.7
1501,8,598.5,587.4
1501,8,446.1,585.8
1501,8,481.8,602.2
1501,8,1188.9,591.9
1501,8,1241.6,583.4
1501,8,1340.1,575.9
1501,8,901.8,576.4
1501,8,1642.3,584.2
1501,8,1563.5,745.8
1501,9,1007.9,597.9
1501,9,965.9,561.4
1501,9,589.8,552.5
1501,9,570.3,519.7
1501,9,238,517.4
