601,1,943.2,517
601,1,963.7,546.9
601,1,1133.1,634.3
601,1,1304.5,883.7
601,1,1551.3,200.9
601,1,1503.1,329.9
601,1,850.9,262.2
601,1,777.6,216.7
601,1,747.6,187.2
601,1,891.1,697.1
601,1,1288.3,921.6
601,1,934.9,674.3
601,1,960.4,672
601,1,1148.5,528.3
601,1,961,422.5
601,1,955.8,431
601,1,861.3,514.4
601,1,938.5,474.3
601,1,1021.5,418.6
601,1,912.3,474.5
601,2,917.9,460
601,2,924,617.9
601,2,893.3,677.5
601,2,893.3,677.5
601,2,838.9,455.5
601,2,730.6,378.5
601,2,692.8,349.1
601,2,447.4,499.3
601,2,1240.1,780.4
601,2,1293.6,859
601,2,1495.9,419
601,2,830.2,480.1
601,2,389.2,543.9
601,2,425.4,541.7
601,2,983.6,667.7
601,2,983.6,667.7
601,2,824,494.6
601,2,1180.1,436.7
601,2,1370.6,340.9
601,2,855,406.8
601,2,965.6,1092
601,2,965.6,1092
601,2,921.8,481
601,2,894.4,476.9
601,2,959.7,436.1
601,2,955.6,424.4
601,2,480.1,637.4
601,2,776.1,472.9
601,3,960,543
601,3,962.8,530.4
601,3,880.4,289.8
601,3,816,219.2
601,3,775.6,204
601,3,383,320.4
601,3,840.8,608.5
601,3,991.8,700.1
601,3,1076,729
601,3,1320.6,922.5
601,3,1350.3,924.9
601,3,1264.1,541.1
601,3,1044.2,322.6
601,3,854.1,288.9
601,3,806.9,236.1
601,3,781.4,198.2
601,3,833.7,252.9
601,3,854.6,496.5
601,3,810.2,514.5
601,4,1024.4,613.9
601,4,1004.3,510.6
601,4,940.8,300.1
601,4,844.2,246.8
601,4,415.1,267.7
601,4,376,306.9
601,4,861.4,193.5
601,4,1656.7,88.4
601,4,1419.3,802.8
601,4,1356.9,930.7
601,4,1088.2,807
601,4,885.8,347.8
601,4,1183,744.4
601,4,1173.5,817
601,4,1111.4,778.8
601,4,748.7,796.8
601,4,872.5,300.8
601,4,994.7,426.9
601,4,1049.9,464.8
601,4,1110.9,502
601,4,1015.2,486.8
601,4,1220.7,520
601,4,1079.5,495.5
601,5,997.6,577
601,5,1268.1,643.8
601,5,900.7,321.2
601,5,902.7,350.8
601,5,858.3,269.6
601,5,839.5,265.8
601,5,498,381.2
601,5,976.6,620
601,5,1087.1,751.1
601,5,1378.7,861
601,5,1325.3,891.3
601,5,1528.3,299.5
601,5,1429.9,370.8
601,5,1404.4,371.1
601,5,1580.8,457.7
601,5,1603.3,488.2
601,5,1623.3,734.2
601,5,1618.6,735.1
601,5,934.3,325.2
601,5,850,287.3
601,5,820.3,257.8
601,5,656.6,331.1
601,5,669.6,367.4
601,5,950.8,465.2
601,5,1022.1,454.8
601,5,1514.9,364.9
601,5,1494.8,369.1
601,7,967.9,624.5
601,7,984.8,631.6
601,7,939.8,321.1
601,7,869.3,224.8
601,7,1067.8,433.6
601,7,1022.3,447.5
601,7,982.9,473.4
601,7,835.6,178.8
601,7,905.6,185
601,7,1263.3,855
601,7,1330.5,974.2
601,7,1175.2,781.3
601,7,1148,767.1
601,7,733.4,768.2
601,7,491.2,574.3
601,7,398.1,277.7
601,7,379.5,254.6
601,7,821.2,510.8
601,7,865.3,614.8
601,7,1157.7,607.6
601,7,1362.6,604.5
601,7,1656.8,822.2
601,7,1717.9,865.4
601,7,1678.4,849.6
601,7,761.6,700.8
601,7,731.4,676.2
601,7,699.6,667.1
601,7,630.8,657.4
601,7,566.2,668.5
601,7,664,644.1
601,8,1304.7,572.4
601,8,1082.1,471.8
601,8,983,394.8
601,8,942.4,361.8
601,8,1222.7,399.1
601,8,1394.2,872.7
601,8,1070,397.5
601,8,941.1,361.2
601,8,592.1,469.2
601,8,561.7,455.4
601,8,1134.8,376.5
601,8,1193.1,728.2
601,8,1405.8,924.2
601,8,1137.8,445.2
601,8,974.9,378.8
601,8,1206.8,387
601,8,1459,472.3
601,8,1253.4,713.2
601,8,1125.3,936.2
601,8,959,1456.1
601,8,913.1,1427.1
601,8,1125.9,703
601,9,697.7,1109.6
601,9,952.7,532.6
601,9,977.5,603.3
601,9,973,744.5
601,9,1082.4,733.8
601,9,1142.9,757.3
601,9,985.2,429.4
601,9,809.1,312.2
601,9,864.4,622.6
601,9,1105.9,540.7
601,9,1145.5,509.3
601,9,1055.9,293.9
601,9,1108,282
601,9,815,256.4
601,9,808.7,251.1
601,9,400.4,352.9
